hospital_id,hour,weekday,patient_count,emergency_count,wait_minutes
st_marys,11,3,55,7,4
metrocare,11,3,49,7,14
govt_hospital,11,3,65,11,4
city_general,12,3,15,4,19
st_marys,12,3,18,0,12
metrocare,12,3,16,1,5
govt_hospital,12,3,31,5,7
city_general,13,3,11,5,7
st_marys,13,3,24,3,11
metrocare,13,3,26,0,4
govt_hospital,13,3,26,9,11
city_general,14,3,7,5,6
st_marys,14,3,26,0,4
metrocare,14,3,22,6,8
govt_hospital,14,3,31,6,9
city_general,15,3,18,6,6
st_marys,15,3,45,7,2
metrocare,15,3,32,0,8
govt_hospital,15,3,15,4,4
city_general,16,3,25,8,9
st_marys,16,3,1,0,5
metrocare,16,3,18,7,2
govt_hospital,16,3,30,7,5
city_general,17,3,62,4,9
st_marys,17,3,72,8,14
metrocare,17,3,76,15,11
govt_hospital,17,3,67,9,14
city_general,18,3,71,11,16
st_marys,18,3,85,12,9
metrocare,18,3,64,7,12
govt_hospital,18,3,80,14,13
city_general,19,3,61,9,9
st_marys,19,3,65,15,15
metrocare,19,3,66,10,13
govt_hospital,19,3,56,8,8
city_general,20,3,78,14,19
st_marys,20,3,80,15,12
metrocare,20,3,78,13,12
govt_hospital,20,3,86,15,15
city_general,21,3,3,0,2
st_marys,21,3,22,4,3
metrocare,21,3,23,4,2
govt_hospital,21,3,8,0,7
city_general,22,3,9,3,7
st_marys,22,3,37,5,9
metrocare,22,3,28,9,6
govt_hospital,22,3,22,6,6
city_general,23,3,5,2,6
st_marys,23,3,8,0,1
metrocare,23,3,26,4,2
govt_hospital,23,3,10,0,4
city_general,0,4,14,0,10
st_marys,0,4,21,4,14
metrocare,0,4,44,4,12
govt_hospital,0,4,16,0,7
city_general,1,4,4,2,1
st_marys,1,4,23,3,9
metrocare,1,4,22,2,9
govt_hospital,1,4,30,4,10
city_general,2,4,22,2,13
st_marys,2,4,11,0,1
metrocare,2,4,1,1,7
govt_hospital,2,4,25,0,6
city_general,3,4,34,4,4
st_marys,3,4,6,0,6
metrocare,3,4,25,2,9
govt_hospital,3,4,27,5,5
city_general,4,4,18,2,1
st_marys,4,4,21,3,9
metrocare,4,4,35,4,-2
govt_hospital,4,4,24,4,12
city_general,5,4,9,0,5
st_marys,5,4,20,4,-1
metrocare,5,4,17,0,13
govt_hospital,5,4,25,4,4
city_general,6,4,27,2,11
st_marys,6,4,20,7,1
metrocare,6,4,21,1,7
govt_hospital,6,4,19,5,4
city_general,7,4,20,2,10
st_marys,7,4,15,4,-2
metrocare,7,4,12,3,3
govt_hospital,7,4,18,2,10
city_general,8,4,54,7,11
st_marys,8,4,80,9,7
metrocare,8,4,58,8,7
govt_hospital,8,4,63,12,7
city_general,9,4,42,6,10
st_marys,9,4,48,9,5
metrocare,9,4,61,8,16
govt_hospital,9,4,58,11,9
city_general,10,4,75,10,15
st_marys,10,4,68,11,10
metrocare,10,4,52,3,17
govt_hospital,10,4,64,14,9
city_general,11,4,75,10,10
st_marys,11,4,72,13,2
metrocare,11,4,73,10,7
govt_hospital,11,4,63,11,3
city_general,12,4,18,2,9
st_marys,12,4,24,7,13
metrocare,12,4,26,0,2
govt_hospital,12,4,31,2,7
city_general,13,4,15,0,4
st_marys,13,4,38,8,8
metrocare,13,4,27,3,17
govt_hospital,13,4,17,0,3
city_general,14,4,38,4,8
st_marys,14,4,19,3,6
metrocare,14,4,6,0,9
govt_hospital,14,4,31,6,2
city_general,15,4,20,7,12
st_marys,15,4,15,2,12
metrocare,15,4,31,1,6
govt_hospital,15,4,3,0,3
city_general,16,4,22,4,10
st_marys,16,4,24,2,-4
metrocare,16,4,31,4,11
govt_hospital,16,4,10,0,7
city_general,17,4,55,10,12
st_marys,17,4,74,11,7
metrocare,17,4,68,7,15
govt_hospital,17,4,67,3,10
city_general,18,4,81,11,18
st_marys,18,4,64,12,13
metrocare,18,4,77,10,15
govt_hospital,18,4,73,9,15
city_general,19,4,71,14,11
st_marys,19,4,69,12,10
metrocare,19,4,73,11,14
govt_hospital,19,4,59,5,9
city_general,20,4,83,6,12
st_marys,20,4,64,9,11
metrocare,20,4,82,12,11
govt_hospital,20,4,71,12,12
city_general,21,4,41,5,9
st_marys,21,4,27,0,8
metrocare,21,4,7,0,7
govt_hospital,21,4,28,4,4
city_general,22,4,27,7,8
st_marys,22,4,21,6,3
metrocare,22,4,1,0,6
govt_hospital,22,4,15,3,6
city_general,23,4,17,2,12
st_marys,23,4,14,0,1
metrocare,23,4,16,6,5
govt_hospital,23,4,17,4,6
city_general,0,5,28,5,9
st_marys,0,5,8,0,7
metrocare,0,5,8,3,10
govt_hospital,0,5,30,3,7
city_general,1,5,14,4,8
st_marys,1,5,5,1,3
metrocare,1,5,22,2,10
govt_hospital,1,5,27,2,10
city_general,2,5,1,0,0
st_marys,2,5,16,0,-2
metrocare,2,5,14,0,5
govt_hospital,2,5,1,0,6
city_general,3,5,21,1,7
st_marys,3,5,20,6,10
metrocare,3,5,7,0,10
govt_hospital,3,5,2,1,6
city_general,4,5,15,0,10
st_marys,4,5,14,3,3
metrocare,4,5,27,4,5
govt_hospital,4,5,12,0,6
city_general,5,5,16,0,5
st_marys,5,5,20,2,10
metrocare,5,5,10,2,0
govt_hospital,5,5,1,2,0
city_general,6,5,8,1,0
st_marys,6,5,18,0,11
metrocare,6,5,15,2,5
govt_hospital,6,5,14,4,3
city_general,7,5,16,5,8
st_marys,7,5,20,5,13
metrocare,7,5,12,3,11
govt_hospital,7,5,7,5,10
city_general,8,5,27,2,6
st_marys,8,5,38,6,16
metrocare,8,5,33,5,1
govt_hospital,8,5,49,6,6
city_general,9,5,35,3,5
st_marys,9,5,41,5,12
metrocare,9,5,41,9,6
govt_hospital,9,5,53,5,5
city_general,10,5,39,7,9
st_marys,10,5,42,5,8
metrocare,10,5,46,7,10
govt_hospital,10,5,26,3,6
city_general,11,5,32,9,6
st_marys,11,5,49,6,9
metrocare,11,5,36,6,8
govt_hospital,11,5,31,0,7
city_general,12,5,20,6,11
st_marys,12,5,28,1,6
metrocare,12,5,14,6,8
govt_hospital,12,5,26,0,8
city_general,13,5,12,0,3
st_marys,13,5,21,4,3
metrocare,13,5,12,5,3
govt_hospital,13,5,11,6,6
city_general,14,5,19,3,7
st_marys,14,5,28,4,5
metrocare,14,5,21,8,3
govt_hospital,14,5,6,2,8
city_general,15,5,21,4,7
st_marys,15,5,1,0,6
metrocare,15,5,13,3,6
govt_hospital,15,5,19,4,8
city_general,16,5,1,3,2
st_marys,16,5,11,0,6
metrocare,16,5,3,0,9
govt_hospital,16,5,1,5,3
city_general,17,5,51,10,19
st_marys,17,5,51,2,19
metrocare,17,5,54,6,7
govt_hospital,17,5,36,10,10
city_general,18,5,28,1,1
st_marys,18,5,49,6,10
metrocare,18,5,34,7,0
govt_hospital,18,5,61,7,8
city_general,19,5,42,3,5
st_marys,19,5,38,7,8
metrocare,19,5,56,6,10
govt_hospital,19,5,40,11,11
city_general,20,5,53,9,10
st_marys,20,5,54,1,14
metrocare,20,5,54,2,10
govt_hospital,20,5,53,6,2
city_general,21,5,16,3,3
st_marys,21,5,7,0,5
metrocare,21,5,28,6,19
govt_hospital,21,5,31,1,7
city_general,22,5,9,0,7
st_marys,22,5,6,0,7
metrocare,22,5,8,0,4
govt_hospital,22,5,14,2,3
city_general,23,5,20,3,10
st_marys,23,5,18,2,6
metrocare,23,5,3,0,0
govt_hospital,23,5,21,4,11
city_general,0,6,16,1,12
st_marys,0,6,20,0,5
metrocare,0,6,13,4,3
govt_hospital,0,6,10,1,1
city_general,1,6,2,2,12
st_marys,1,6,20,6,6
metrocare,1,6,24,5,0
govt_hospital,1,6,8,1,2
city_general,2,6,6,0,3
st_marys,2,6,7,0,15
metrocare,2,6,25,4,4
govt_hospital,2,6,9,0,0
city_general,3,6,24,5,10
st_marys,3,6,15,1,7
metrocare,3,6,12,2,8
govt_hospital,3,6,13,1,3
city_general,4,6,33,0,9
st_marys,4,6,29,7,3
metrocare,4,6,22,1,4
govt_hospital,4,6,25,0,12
city_general,5,6,21,0,8
st_marys,5,6,16,1,4
metrocare,5,6,10,2,5
govt_hospital,5,6,30,5,10
city_general,6,6,14,0,5
st_marys,6,6,9,4,6
metrocare,6,6,15,0,13
govt_hospital,6,6,5,1,9
city_general,7,6,7,2,-1
st_marys,7,6,24,3,4
metrocare,7,6,23,3,8
govt_hospital,7,6,8,4,6
city_general,8,6,46,4,10
st_marys,8,6,50,10,19
metrocare,8,6,36,11,11
govt_hospital,8,6,43,7,4
city_general,9,6,64,6,15
st_marys,9,6,36,8,9
metrocare,9,6,46,6,11
govt_hospital,9,6,32,1,4
city_general,10,6,30,5,10
st_marys,10,6,32,0,11
metrocare,10,6,46,10,12
govt_hospital,10,6,42,1,5
city_general,11,6,43,8,8
st_marys,11,6,38,6,6
metrocare,11,6,34,2,6
govt_hospital,11,6,46,5,5
city_general,12,6,19,2,1
st_marys,12,6,15,1,5
metrocare,12,6,14,0,0
govt_hospital,12,6,21,8,5
city_general,13,6,29,4,2
st_marys,13,6,25,0,4
metrocare,13,6,13,0,6
govt_hospital,13,6,30,1,11
city_general,14,6,13,5,0
st_marys,14,6,22,6,4
metrocare,14,6,12,4,4
govt_hospital,14,6,11,4,9
city_general,15,6,1,0,0
st_marys,15,6,26,5,9
metrocare,15,6,1,3,0
govt_hospital,15,6,31,0,11
city_general,16,6,19,1,5
st_marys,16,6,12,0,9
metrocare,16,6,28,2,10
govt_hospital,16,6,25,1,4
city_general,17,6,41,0,9
st_marys,17,6,38,9,5
metrocare,17,6,49,6,8
govt_hospital,17,6,46,5,6
city_general,18,6,42,6,2
st_marys,18,6,50,6,10
metrocare,18,6,57,7,11
govt_hospital,18,6,54,7,14
city_general,19,6,43,10,8
st_marys,19,6,67,16,7
metrocare,19,6,41,0,8
govt_hospital,19,6,59,9,11
city_general,20,6,52,6,8
st_marys,20,6,35,5,5
metrocare,20,6,45,6,4
govt_hospital,20,6,65,7,10
city_general,21,6,21,2,3
st_marys,21,6,20,0,3
metrocare,21,6,27,1,15
govt_hospital,21,6,14,0,10
city_general,22,6,14,1,0
st_marys,22,6,4,6,7
metrocare,22,6,1,1,8
govt_hospital,22,6,15,0,8
city_general,23,6,17,3,6
st_marys,23,6,28,6,11
metrocare,23,6,5,3,6
govt_hospital,23,6,10,0,2
city_general,0,0,32,5,0
st_marys,0,0,39,8,10
metrocare,0,0,10,0,3
govt_hospital,0,0,1,0,2
city_general,1,0,13,2,3
st_marys,1,0,15,3,11
metrocare,1,0,24,3,15
govt_hospital,1,0,14,0,8
city_general,2,0,16,2,6
st_marys,2,0,24,7,6
metrocare,2,0,9,2,10
govt_hospital,2,0,31,7,4
city_general,3,0,19,4,8
st_marys,3,0,11,5,7
metrocare,3,0,16,3,0
govt_hospital,3,0,12,0,12
city_general,4,0,1,0,0
st_marys,4,0,14,1,5
metrocare,4,0,27,0,10
govt_hospital,4,0,6,6,8
city_general,5,0,30,6,8
st_marys,5,0,25,4,4
metrocare,5,0,14,3,12
govt_hospital,5,0,1,0,3
city_general,6,0,5,1,0
st_marys,6,0,15,7,5
metrocare,6,0,41,7,8
govt_hospital,6,0,31,7,13
city_general,7,0,20,9,3
st_marys,7,0,30,6,13
metrocare,7,0,18,2,8
govt_hospital,7,0,10,3,5
city_general,8,0,56,10,2
st_marys,8,0,56,13,8
metrocare,8,0,59,11,9
govt_hospital,8,0,57,8,13
city_general,9,0,57,9,14
st_marys,9,0,69,9,13
metrocare,9,0,61,8,6
govt_hospital,9,0,55,4,4
city_general,10,0,64,4,11
st_marys,10,0,54,9,6
metrocare,10,0,43,4,4
govt_hospital,10,0,49,4,13
city_general,11,0,80,18,17
st_marys,11,0,46,5,11
metrocare,11,0,78,12,11
govt_hospital,11,0,74,8,8
city_general,12,0,16,0,2
st_marys,12,0,32,4,9
metrocare,12,0,20,0,5
govt_hospital,12,0,18,1,11
city_general,13,0,1,0,6
st_marys,13,0,14,0,5
metrocare,13,0,11,1,6
govt_hospital,13,0,24,3,0
city_general,14,0,20,4,2
st_marys,14,0,3,0,7
metrocare,14,0,9,0,-2
govt_hospital,14,0,15,3,2
city_general,15,0,22,2,6
st_marys,15,0,15,6,3
metrocare,15,0,18,7,12
govt_hospital,15,0,15,0,11
city_general,16,0,5,1,-1
st_marys,16,0,5,5,8
metrocare,16,0,20,3,11
govt_hospital,16,0,14,0,7
city_general,17,0,71,12,11
st_marys,17,0,80,10,17
metrocare,17,0,79,12,14
govt_hospital,17,0,91,11,17
city_general,18,0,71,11,14
st_marys,18,0,70,8,14
metrocare,18,0,61,7,8
govt_hospital,18,0,71,10,16
city_general,19,0,72,6,9
st_marys,19,0,61,7,4
metrocare,19,0,70,5,16
govt_hospital,19,0,80,14,12
city_general,20,0,83,13,15
st_marys,20,0,65,14,9
metrocare,20,0,64,12,11
govt_hospital,20,0,76,7,10
city_general,21,0,16,2,4
st_marys,21,0,27,6,9
metrocare,21,0,32,5,6
govt_hospital,21,0,15,4,12
city_general,22,0,30,5,6
st_marys,22,0,7,8,5
metrocare,22,0,21,2,8
govt_hospital,22,0,8,0,3
city_general,23,0,18,0,7
st_marys,23,0,24,1,7
metrocare,23,0,20,8,6
govt_hospital,23,0,13,4,1
city_general,0,1,12,6,5
st_marys,0,1,11,2,8
metrocare,0,1,10,0,3
govt_hospital,0,1,32,10,9
city_general,1,1,28,3,8
st_marys,1,1,19,4,6
metrocare,1,1,28,0,8
govt_hospital,1,1,10,2,10
city_general,2,1,16,0,6
st_marys,2,1,14,0,2
metrocare,2,1,38,5,6
govt_hospital,2,1,2,0,4
city_general,3,1,19,3,10
st_marys,3,1,18,0,-1
metrocare,3,1,21,4,11
govt_hospital,3,1,18,0,13
city_general,4,1,19,0,3
st_marys,4,1,4,3,2
metrocare,4,1,11,5,3
govt_hospital,4,1,12,0,5
city_general,5,1,5,5,6
st_marys,5,1,1,1,3
metrocare,5,1,10,7,12
govt_hospital,5,1,14,5,1
city_general,6,1,11,5,4
st_marys,6,1,12,0,9
metrocare,6,1,43,5,11
govt_hospital,6,1,23,0,3
city_general,7,1,48,10,10
st_marys,7,1,19,0,5
metrocare,7,1,20,2,7
govt_hospital,7,1,37,1,10
city_general,8,1,64,5,8
st_marys,8,1,62,10,14
metrocare,8,1,68,8,6
govt_hospital,8,1,63,7,9
city_general,9,1,50,5,3
st_marys,9,1,48,9,11
metrocare,9,1,47,7,7
govt_hospital,9,1,46,5,4
city_general,10,1,60,6,6
st_marys,10,1,47,12,18
metrocare,10,1,62,12,15
govt_hospital,10,1,86,15,10
city_general,11,1,51,1,5
st_marys,11,1,53,1,9
metrocare,11,1,65,15,10
govt_hospital,11,1,60,3,7
city_general,12,1,11,3,6
st_marys,12,1,25,6,9
metrocare,12,1,12,3,4
govt_hospital,12,1,14,6,7
city_general,13,1,5,1,4
st_marys,13,1,8,1,5
metrocare,13,1,22,2,8
govt_hospital,13,1,34,3,8
city_general,14,1,23,0,15
st_marys,14,1,9,0,7
metrocare,14,1,18,0,0
govt_hospital,14,1,1,0,8
city_general,15,1,20,2,3
st_marys,15,1,20,3,6
metrocare,15,1,19,2,8
govt_hospital,15,1,34,3,18
city_general,16,1,25,2,2
st_marys,16,1,25,6,-1
metrocare,16,1,19,2,11
govt_hospital,16,1,20,5,8
city_general,17,1,92,12,6
st_marys,17,1,56,6,9
metrocare,17,1,74,11,17
govt_hospital,17,1,78,16,12
city_general,18,1,60,14,8
st_marys,18,1,68,12,4
metrocare,18,1,52,6,9
govt_hospital,18,1,68,16,14
city_general,19,1,62,9,8
st_marys,19,1,83,9,12
metrocare,19,1,55,9,16
govt_hospital,19,1,89,10,16
city_general,20,1,58,8,15
st_marys,20,1,62,8,16
metrocare,20,1,57,6,9
govt_hospital,20,1,45,3,9
city_general,21,1,22,3,4
st_marys,21,1,16,10,13
metrocare,21,1,24,0,14
govt_hospital,21,1,20,3,2
city_general,22,1,15,1,0
st_marys,22,1,23,4,11
metrocare,22,1,21,5,4
govt_hospital,22,1,8,3,3
city_general,23,1,23,2,2
st_marys,23,1,19,2,-1
metrocare,23,1,31,0,10
govt_hospital,23,1,20,1,1
city_general,0,2,5,3,13
st_marys,0,2,35,7,7
metrocare,0,2,20,10,7
govt_hospital,0,2,6,1,3
city_general,1,2,22,3,15
st_marys,1,2,15,1,7
metrocare,1,2,18,6,11
govt_hospital,1,2,15,4,6
city_general,2,2,11,3,3
st_marys,2,2,18,1,8
metrocare,2,2,25,10,7
govt_hospital,2,2,25,6,0
city_general,3,2,13,0,11
st_marys,3,2,29,4,8
metrocare,3,2,45,0,16
govt_hospital,3,2,26,5,5
city_general,4,2,18,2,6
st_marys,4,2,28,6,3
metrocare,4,2,24,0,6
govt_hospital,4,2,25,5,7
city_general,5,2,10,2,5
st_marys,5,2,36,5,8
metrocare,5,2,33,0,11
govt_hospital,5,2,7,0,5
city_general,6,2,34,6,6
st_marys,6,2,29,3,6
metrocare,6,2,41,6,6
govt_hospital,6,2,13,5,-3
city_general,7,2,3,1,4
st_marys,7,2,11,5,11
metrocare,7,2,1,1,5
govt_hospital,7,2,13,2,8
city_general,8,2,51,11,9
st_marys,8,2,70,2,13
metrocare,8,2,54,7,14
govt_hospital,8,2,56,9,7
city_general,9,2,74,8,8
st_marys,9,2,60,9,17
metrocare,9,2,53,8,5
govt_hospital,9,2,60,15,9
city_general,10,2,59,11,16
st_marys,10,2,52,11,2
metrocare,10,2,54,5,2
govt_hospital,10,2,69,7,14
city_general,11,2,78,9,15
st_marys,11,2,44,4,3
metrocare,11,2,64,8,16
govt_hospital,11,2,54,4,4
city_general,12,2,16,0,4
st_marys,12,2,21,7,5
metrocare,12,2,14,4,12
govt_hospital,12,2,14,0,0
city_general,13,2,5,0,7
st_marys,13,2,11,2,0
metrocare,13,2,42,4,10
govt_hospital,13,2,23,0,4
city_general,14,2,13,5,11
st_marys,14,2,12,0,2
metrocare,14,2,13,0,12
govt_hospital,14,2,28,2,8
city_general,15,2,14,2,6
st_marys,15,2,21,5,7
metrocare,15,2,6,0,8
govt_hospital,15,2,27,3,9
city_general,16,2,12,2,8
st_marys,16,2,10,0,6
metrocare,16,2,16,6,5
govt_hospital,16,2,7,0,0
city_general,17,2,61,9,14
st_marys,17,2,69,9,6
metrocare,17,2,55,7,2
govt_hospital,17,2,64,12,8
city_general,18,2,84,11,9
st_marys,18,2,72,8,8
metrocare,18,2,50,9,11
govt_hospital,18,2,53,12,-4
city_general,19,2,70,13,10
st_marys,19,2,70,10,6
metrocare,19,2,60,11,14
govt_hospital,19,2,66,7,4
city_general,20,2,74,11,16
st_marys,20,2,66,9,7
metrocare,20,2,57,12,4
govt_hospital,20,2,78,9,13
city_general,21,2,27,6,6
st_marys,21,2,34,7,2
metrocare,21,2,4,0,8
govt_hospital,21,2,22,3,8
city_general,22,2,23,3,2
st_marys,22,2,7,0,9
metrocare,22,2,29,6,8
govt_hospital,22,2,24,2,8
city_general,23,2,13,2,6
st_marys,23,2,12,0,7
metrocare,23,2,23,3,3
govt_hospital,23,2,46,7,13
city_general,0,3,33,3,8
st_marys,0,3,24,3,3
metrocare,0,3,15,3,2
govt_hospital,0,3,1,3,6
city_general,1,3,10,6,0
st_marys,1,3,24,5,10
metrocare,1,3,1,2,4
govt_hospital,1,3,1,4,8
city_general,2,3,12,0,6
st_marys,2,3,15,4,8
metrocare,2,3,4,0,7
govt_hospital,2,3,20,0,6
city_general,3,3,17,8,1
st_marys,3,3,5,0,3
metrocare,3,3,7,0,3
govt_hospital,3,3,10,0,1
city_general,4,3,18,2,7
st_marys,4,3,25,5,5
metrocare,4,3,29,3,17
govt_hospital,4,3,23,1,11
city_general,5,3,1,0,3
st_marys,5,3,22,5,7
metrocare,5,3,27,0,13
govt_hospital,5,3,27,7,0
city_general,6,3,27,3,13
st_marys,6,3,21,0,9
metrocare,6,3,15,2,13
govt_hospital,6,3,4,0,5
city_general,7,3,14,4,9
st_marys,7,3,29,8,8
metrocare,7,3,18,0,6
govt_hospital,7,3,14,0,-1
city_general,8,3,37,6,6
st_marys,8,3,57,10,12
metrocare,8,3,59,9,10
govt_hospital,8,3,51,10,8
city_general,9,3,43,9,9
st_marys,9,3,55,7,11
metrocare,9,3,67,8,8
govt_hospital,9,3,53,7,9
city_general,10,3,65,6,5
st_marys,10,3,71,6,15
metrocare,10,3,80,9,15
govt_hospital,10,3,76,5,16
city_general,11,3,59,8,12
st_marys,11,3,53,8,10
metrocare,11,3,44,6,1
govt_hospital,11,3,38,7,11
city_general,12,3,1,0,7
st_marys,12,3,15,4,10
metrocare,12,3,23,8,4
govt_hospital,12,3,18,3,12
city_general,13,3,20,3,9
st_marys,13,3,20,4,10
metrocare,13,3,29,3,3
govt_hospital,13,3,15,5,10
city_general,14,3,22,5,17
st_marys,14,3,14,1,12
metrocare,14,3,8,6,12
govt_hospital,14,3,32,2,15
city_general,15,3,11,5,4
st_marys,15,3,29,1,8
metrocare,15,3,34,4,14
govt_hospital,15,3,12,3,9
city_general,16,3,26,1,10
st_marys,16,3,9,0,12
metrocare,16,3,13,0,7
govt_hospital,16,3,45,4,4
city_general,17,3,77,5,18
st_marys,17,3,57,9,13
metrocare,17,3,56,4,11
govt_hospital,17,3,71,10,2
city_general,18,3,55,8,15
st_marys,18,3,87,14,13
metrocare,18,3,67,5,16
govt_hospital,18,3,71,12,8
city_general,19,3,69,12,10
st_marys,19,3,58,7,10
metrocare,19,3,79,9,9
govt_hospital,19,3,79,12,15
city_general,20,3,72,8,15
st_marys,20,3,65,9,13
metrocare,20,3,70,12,12
govt_hospital,20,3,65,10,8
city_general,21,3,25,9,4
st_marys,21,3,30,5,5
metrocare,21,3,22,0,4
govt_hospital,21,3,18,2,7
city_general,22,3,9,6,9
st_marys,22,3,14,3,7
metrocare,22,3,27,9,9
govt_hospital,22,3,16,4,4
city_general,23,3,10,3,10
st_marys,23,3,24,0,4
metrocare,23,3,20,0,9
govt_hospital,23,3,35,8,3
city_general,0,4,1,0,2
st_marys,0,4,20,4,9
metrocare,0,4,31,0,17
govt_hospital,0,4,12,0,12
city_general,1,4,8,0,5
st_marys,1,4,33,2,6
metrocare,1,4,9,1,10
govt_hospital,1,4,11,4,5
city_general,2,4,40,5,8
st_marys,2,4,3,0,3
metrocare,2,4,14,0,9
govt_hospital,2,4,13,4,7
city_general,3,4,15,4,7
st_marys,3,4,6,4,1
metrocare,3,4,8,0,8
govt_hospital,3,4,17,0,13
city_general,4,4,18,3,0
st_marys,4,4,24,3,11
metrocare,4,4,1,2,5
govt_hospital,4,4,8,1,8
city_general,5,4,19,5,9
st_marys,5,4,29,0,6
metrocare,5,4,22,0,2
govt_hospital,5,4,22,2,7
city_general,6,4,16,2,3
st_marys,6,4,1,3,0
metrocare,6,4,11,5,1
govt_hospital,6,4,22,1,7
city_general,7,4,20,6,12
st_marys,7,4,20,1,8
metrocare,7,4,6,4,0
govt_hospital,7,4,25,5,15
city_general,8,4,63,9,14
st_marys,8,4,58,10,14
metrocare,8,4,65,14,11
govt_hospital,8,4,65,6,11
city_general,9,4,80,13,3
st_marys,9,4,52,5,12
metrocare,9,4,71,9,13
govt_hospital,9,4,63,5,9
city_general,10,4,47,3,11
st_marys,10,4,43,2,2
metrocare,10,4,56,10,11
govt_hospital,10,4,53,5,14
city_general,11,4,65,7,11
st_marys,11,4,59,8,13
metrocare,11,4,69,12,7
govt_hospital,11,4,49,8,8
city_general,12,4,39,7,9
st_marys,12,4,22,4,14
metrocare,12,4,2,0,5
govt_hospital,12,4,16,2,6
city_general,13,4,37,8,11
st_marys,13,4,23,0,0
metrocare,13,4,21,0,5
govt_hospital,13,4,9,3,2
city_general,14,4,23,5,9
st_marys,14,4,22,5,13
metrocare,14,4,20,4,3
govt_hospital,14,4,31,3,11
city_general,15,4,30,5,6
st_marys,15,4,24,0,2
metrocare,15,4,38,4,8
govt_hospital,15,4,28,6,5
city_general,16,4,14,1,10
st_marys,16,4,26,1,11
metrocare,16,4,14,2,2
govt_hospital,16,4,18,0,5
city_general,17,4,77,11,19
st_marys,17,4,92,15,11
metrocare,17,4,65,1,11
govt_hospital,17,4,70,13,7
city_general,18,4,72,10,9
st_marys,18,4,84,12,12
metrocare,18,4,83,14,13
govt_hospital,18,4,62,11,6
city_general,19,4,66,9,7
st_marys,19,4,70,11,15
metrocare,19,4,60,9,9
govt_hospital,19,4,74,13,5
city_general,20,4,58,5,14
st_marys,20,4,75,6,12
metrocare,20,4,74,9,14
govt_hospital,20,4,71,9,10
city_general,21,4,24,3,14
st_marys,21,4,14,2,7
metrocare,21,4,25,0,7
govt_hospital,21,4,42,4,11
city_general,22,4,22,0,5
st_marys,22,4,1,0,0
metrocare,22,4,5,0,5
govt_hospital,22,4,24,7,9
city_general,23,4,7,1,3
st_marys,23,4,9,0,7
metrocare,23,4,25,10,7
govt_hospital,23,4,29,4,0
city_general,0,5,4,0,2
st_marys,0,5,39,6,9
metrocare,0,5,7,2,1
govt_hospital,0,5,16,3,2
city_general,1,5,20,4,8
st_marys,1,5,14,0,4
metrocare,1,5,16,0,7
govt_hospital,1,5,6,2,10
city_general,2,5,2,2,6
st_marys,2,5,1,2,6
metrocare,2,5,18,3,4
govt_hospital,2,5,10,2,6
city_general,3,5,4,0,5
st_marys,3,5,2,1,-2
metrocare,3,5,1,2,5
govt_hospital,3,5,23,2,1
city_general,4,5,21,1,7
st_marys,4,5,15,2,4
metrocare,4,5,7,2,-1
govt_hospital,4,5,11,1,10
city_general,5,5,18,6,1
st_marys,5,5,1,0,2
metrocare,5,5,2,2,5
govt_hospital,5,5,1,3,2
city_general,6,5,3,1,2
st_marys,6,5,22,0,8
metrocare,6,5,21,2,11
govt_hospital,6,5,10,1,2
city_general,7,5,15,1,6
st_marys,7,5,21,3,7
metrocare,7,5,19,3,1
govt_hospital,7,5,1,0,2
city_general,8,5,50,7,10
st_marys,8,5,47,8,6
metrocare,8,5,29,6,7
govt_hospital,8,5,50,7,9
city_general,9,5,61,17,11
st_marys,9,5,38,1,5
metrocare,9,5,48,4,6
govt_hospital,9,5,43,6,6
city_general,10,5,52,8,10
st_marys,10,5,30,3,8
metrocare,10,5,46,6,12
govt_hospital,10,5,20,9,14
city_general,11,5,26,6,4
st_marys,11,5,64,0,10
metrocare,11,5,38,3,10
govt_hospital,11,5,33,10,4
city_general,12,5,1,0,3
st_marys,12,5,37,8,13
metrocare,12,5,24,0,4
govt_hospital,12,5,16,1,9
city_general,13,5,1,0,0
st_marys,13,5,10,4,12
metrocare,13,5,20,3,2
govt_hospital,13,5,1,0,10
city_general,14,5,40,7,7
st_marys,14,5,3,2,9
metrocare,14,5,2,0,16
govt_hospital,14,5,21,0,12
city_general,15,5,30,0,1
st_marys,15,5,9,7,2
metrocare,15,5,1,0,4
govt_hospital,15,5,8,4,7
city_general,16,5,16,3,2
st_marys,16,5,14,0,12
metrocare,16,5,12,3,10
govt_hospital,16,5,13,1,1
city_general,17,5,51,5,10
st_marys,17,5,37,5,0
metrocare,17,5,40,9,15
govt_hospital,17,5,48,4,13
city_general,18,5,48,8,5
st_marys,18,5,49,8,15
metrocare,18,5,44,6,15
govt_hospital,18,5,30,0,11
city_general,19,5,65,6,9
st_marys,19,5,60,8,9
metrocare,19,5,55,8,14
govt_hospital,19,5,40,9,7
city_general,20,5,55,4,7
st_marys,20,5,63,8,12
metrocare,20,5,36,5,16
govt_hospital,20,5,40,0,13
city_general,21,5,7,0,8
st_marys,21,5,8,0,3
metrocare,21,5,20,2,6
govt_hospital,21,5,8,4,10
city_general,22,5,11,0,6
st_marys,22,5,1,0,9
metrocare,22,5,23,2,6
govt_hospital,22,5,16,0,9
city_general,23,5,16,1,13
st_marys,23,5,21,6,4
metrocare,23,5,25,3,3
